%(x,y)=60686.083149, 16316.292042
         2.71875        -0.010061
         2.72917         -0.06572
         2.73958        -0.120328
            2.75        -0.173015
         2.76042        -0.222937
         2.77083        -0.269299
         2.78125        -0.311358
         2.79167        -0.348444
         2.80208        -0.379964
          2.8125        -0.405414
         2.82292        -0.424389
         2.83333        -0.436584
         2.84375        -0.441804
         2.85417        -0.439968
         2.86458        -0.431103
           2.875        -0.415352
         2.88542        -0.392966
         2.89583        -0.364303
         2.90625         -0.32982
         2.91667        -0.290068
         2.92708        -0.245683
          2.9375        -0.197373
         2.94792        -0.145911
         2.95833        -0.092118
         2.96875        -0.036853
         2.97917            0.019
         2.98958          0.07455
               3         0.128909
         3.01042         0.181209
         3.02083         0.230614
         3.03125         0.276336
         3.04167         0.317643
         3.05208         0.353876
          3.0625         0.384456
         3.07292         0.408895
         3.08333         0.426802
         3.09375         0.437891
         3.10417         0.441985
         3.11458          0.43902
           3.125         0.429041
         3.13542         0.412208
         3.14583         0.388791
         3.15625         0.359163
         3.16667         0.323798
         3.17708         0.283261
          3.1875         0.238198
         3.19792         0.189331
         3.20833         0.137439
         3.21875         0.083352
         3.22917         0.027933
         3.23958        -0.027932
            3.25        -0.083351
         3.26042        -0.137438
         3.27083         -0.18933
         3.28125        -0.238197
         3.29167         -0.28326
         3.30208        -0.323797
          3.3125        -0.359162
         3.32292         -0.38879
         3.33333        -0.412208
         3.34375         -0.42904
         3.35417        -0.439019
         3.36458        -0.441985
           3.375        -0.437891
         3.38542        -0.426802
         3.39583        -0.408895
         3.40625        -0.384457
         3.41667        -0.353876
         3.42708        -0.317643
          3.4375        -0.276337
         3.44792        -0.230615
         3.45833         -0.18121
         3.46875        -0.128911
         3.47917        -0.074551
         3.48958        -0.019002
             3.5         0.036852
         3.51042         0.092117
         3.52083          0.14591
         3.53125         0.197372
         3.54167         0.245682
         3.55208         0.290067
          3.5625         0.329819
         3.57292         0.364302
         3.58333         0.392966
         3.59375         0.415352
         3.60417         0.431103
         3.61458         0.439968
           3.625         0.441804
         3.63542         0.436584
         3.64583         0.424389
         3.65625         0.405415
         3.66667         0.379965
         3.67708         0.348445
          3.6875         0.311359
         3.69792           0.2693
         3.70833         0.222938
         3.71875         0.173016
         3.72917         0.120329
         3.73958         0.065721
            3.75         0.010062
         3.76042        -0.045757
         3.77083        -0.100845
         3.78125        -0.154323
         3.79167        -0.205335
         3.80208        -0.253067
          3.8125        -0.296756
         3.82292        -0.335706
         3.83333        -0.369292
         3.84375        -0.396979
         3.85417        -0.418326
         3.86458        -0.432989
           3.875        -0.440736
         3.88542        -0.441443
         3.89583        -0.435098
         3.90625        -0.421802
         3.91667        -0.401769
         3.92708        -0.375318
          3.9375        -0.342871
         3.94792        -0.304948
         3.95833        -0.262152
         3.96875         -0.21517
         3.97917         -0.16475
         3.98958        -0.111698
               4        -0.056863
         4.01042        -0.001119
         4.02083         0.054643
         4.03125         0.109532
         4.04167         0.162672
         4.05208         0.213213
          4.0625         0.260348
         4.07292         0.303324
         4.08333         0.341454
         4.09375         0.374131
         4.10417         0.400831
         4.11458         0.421128
           4.125         0.434698
         4.13542         0.441324
         4.14583           0.4409
         4.15625         0.433433
         4.16667         0.419043
         4.17708         0.397958
          4.1875         0.370517
         4.19792         0.337157
         4.20833         0.298411
         4.21875         0.254898
         4.22917         0.207313
         4.23958         0.156417
            4.25         0.103023
         4.26042         0.047982
         4.27083        -0.007825
         4.28125        -0.063507
         4.29167        -0.118175
         4.30208        -0.170954
          4.3125        -0.221004
         4.32292        -0.267522
         4.33333        -0.309767
         4.34375        -0.347064
         4.35417        -0.378817
         4.36458        -0.404519
           4.375        -0.423759
         4.38542        -0.436229
         4.39583        -0.441731
         4.40625        -0.440176
         4.41667        -0.431591
         4.42708        -0.416112
          4.4375        -0.393984
         4.44792        -0.365564
         4.45833        -0.331304
         4.46875        -0.291752
         4.47917        -0.247539
         4.48958        -0.199372
             4.5         -0.14802
         4.51042        -0.094304
         4.52083        -0.039081
         4.53125         0.016766
         4.54167         0.072345
         4.55208         0.126769
          4.5625         0.179167
         4.57292         0.228704
         4.58333         0.274587
         4.59375         0.316083
         4.60417         0.352531
         4.61458         0.383348
           4.625          0.40804
         4.63542         0.426215
         4.64583         0.437581
         4.65625         0.441957
         4.66667         0.439274
         4.67708         0.429573
          4.6875          0.41301
         4.69792          0.38985
         4.70833         0.360462
         4.71875         0.325316
         4.72917         0.284974
         4.73958         0.240079
            4.75         0.191349
         4.76042         0.139563
         4.77083         0.085547
         4.78125         0.030165
         4.79167          -0.0257
         4.80208        -0.081153
          4.8125        -0.135311
         4.82292        -0.187306
         4.83333        -0.236311
         4.84375        -0.281539
         4.85417         -0.32227
         4.86458        -0.357854
           4.875        -0.387721
         4.88542        -0.411395
         4.89583        -0.428497
         4.90625        -0.438754
         4.91667        -0.442002
         4.92708         -0.43819
          4.9375        -0.427378
         4.94792        -0.409739
         4.95833        -0.385555
         4.96875        -0.355212
         4.97917        -0.319194
         4.98958        -0.278079
               5        -0.232521
