time,STAGE_R1,STAGE_R2,STAGE_R3,STAGE_R4,STAGE_R5,STAGE_R6,STAGE_R7,STAGE_R8,FLOW_R1,FLOW_R2,FLOW_R3,FLOW_R4,FLOW_R5,FLOW_R6,FLOW_R7,FLOW_R8,GWF_R1,GWF_R2,GWF_R3,GWF_R4,GWF_R5,GWF_R6,GWF_R7,GWF_R8
1.000000000000,28.57324996093018,28.52331379489859,28.47332632122468,28.42329536113069,28.37322154007208,28.32310065829987,28.27292209503021,28.22266015517108,-5010.552027031620,-5014.543751621875,-5013.406754335889,-5007.488269333024,-4996.591133544337,-4979.977117010125,-4956.007722263966,-4920.564100478874,-10.55202703162017,-3.991724590255430,1.136997285986929,5.918485002864848,10.89713578868690,16.61401653421191,23.96939474615944,35.44362178509175
366.0000000000,28.57321959837922,28.52321507327173,28.47313969058979,28.42299161104794,28.37275693594351,28.32240498116691,28.27186809686142,28.22095299907104,-5003.637235220704,-4998.969636685018,-4986.478555079309,-4965.297784296789,-4933.209182576079,-4885.621388647995,-4812.164662984207,-4680.692649726255,-3.637235220703694,4.667598535685435,12.49108160570866,21.18077078251979,32.08860172071049,47.58779392808332,73.45672566378792,131.4720132579525
